person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31,42458,RENT,3.0,EDUCATION,A,5488,5.57,0,0.13,Y,3
56,56594,RENT,32.0,VENTURE,C,9791,11.76,0,0.17,N,29
56,47917,RENT,3.0,HOMEIMPROVEMENT,B,8536,9.35,0,0.18,N,33
62,39651,RENT,15.0,EDUCATION,C,4255,11.87,0,0.11,N,31
25,36867,MORTGAGE,0.0,MEDICAL,B,10231,7.9,1,0.28,N,4
58,57800,RENT,20.0,DEBTCONSOLIDATION,A,21432,5.97,0,0.37,Y,38
65,22957,OWN,8.0,HOMEIMPROVEMENT,C,9174,,0,0.4,N,27
43,71345,MORTGAGE,16.0,DEBTCONSOLIDATION,A,9947,6.67,0,0.14,N,4
30,39811,MORTGAGE,7.0,MEDICAL,D,12769,15.87,0,0.32,N,3
32,27860,RENT,12.0,EDUCATION,A,4157,5.6,0,0.15,N,11
53,39143,RENT,0.0,MEDICAL,B,11950,10.16,1,0.31,Y,11
44,91910,RENT,8.0,VENTURE,C,17860,12.91,0,0.19,N,7
26,37508,RENT,2.0,PERSONAL,B,6283,,0,0.17,N,4
23,58643,MORTGAGE,0.0,EDUCATION,A,10791,7.03,0,0.18,N,4
27,34013,RENT,2.0,PERSONAL,C,3359,13.16,0,0.1,N,6
39,71607,MORTGAGE,,MEDICAL,C,8405,12.82,0,0.12,Y,18
48,69061,MORTGAGE,24.0,HOMEIMPROVEMENT,D,25408,15.21,0,0.37,N,20
64,123538,MORTGAGE,39.0,PERSONAL,B,18645,10.04,0,0.15,N,24
65,44901,RENT,30.0,VENTURE,B,15357,,0,0.34,N,19
29,68482,RENT,1.0,DEBTCONSOLIDATION,B,7323,9.81,1,0.11,N,5
62,51484,MORTGAGE,38.0,EDUCATION,A,6937,6.96,0,0.13,Y,21
53,93707,RENT,15.0,VENTURE,C,31431,12.41,0,0.34,N,14
45,34220,RENT,8.0,DEBTCONSOLIDATION,B,12762,10.96,0,0.37,N,25
60,71146,RENT,24.0,DEBTCONSOLIDATION,B,18882,8.96,0,0.27,N,21
68,44473,RENT,21.0,EDUCATION,B,14003,,1,0.31,N,43
22,47472,MORTGAGE,3.0,PERSONAL,C,11578,11.9,0,0.24,Y,3
25,51322,RENT,3.0,PERSONAL,D,13979,,1,0.27,N,4
24,55610,OWN,2.0,VENTURE,C,3209,12.99,0,0.06,N,2
24,46253,RENT,4.0,VENTURE,B,13060,10.4,0,0.28,N,3
66,54576,OWN,2.0,VENTURE,C,8228,11.59,0,0.15,Y,8
42,107910,MORTGAGE,21.0,EDUCATION,C,10300,13.11,0,0.1,N,22
68,80235,MORTGAGE,8.0,PERSONAL,A,23050,6.95,0,0.29,N,24
28,75703,RENT,1.0,VENTURE,A,9681,5.7,0,0.13,N,5
54,39035,RENT,26.0,MEDICAL,A,9196,7.34,0,0.24,N,6
39,31425,RENT,16.0,VENTURE,B,9267,7.89,1,0.29,N,10
68,79035,MORTGAGE,2.0,MEDICAL,D,6372,16.62,1,0.08,Y,33
61,75964,OWN,,EDUCATION,A,7150,7.25,0,0.09,Y,11
54,102368,MORTGAGE,29.0,EDUCATION,B,11920,9.74,0,0.12,N,29
69,36243,RENT,22.0,EDUCATION,D,1472,,0,0.04,N,12
37,43705,MORTGAGE,9.0,EDUCATION,D,16147,14.67,0,0.37,N,8
36,21595,RENT,,PERSONAL,C,1837,13.71,0,0.09,N,15
43,40286,MORTGAGE,22.0,EDUCATION,A,9794,7.3,0,0.24,N,12
22,80683,RENT,0.0,PERSONAL,A,2186,6.07,0,0.03,Y,2
51,38822,MORTGAGE,16.0,EDUCATION,A,7461,6.02,0,0.19,Y,28
54,67524,RENT,35.0,HOMEIMPROVEMENT,A,18865,6.75,0,0.28,Y,35
57,44566,RENT,1.0,EDUCATION,A,12464,7.06,1,0.28,N,29
32,57643,MORTGAGE,1.0,VENTURE,B,15052,10.18,0,0.26,N,8
66,27616,RENT,21.0,VENTURE,A,8332,7.39,0,0.3,N,2
44,51154,MORTGAGE,7.0,VENTURE,A,17615,7.48,0,0.34,N,3
28,10986,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1327,,0,0.12,N,2
23,44647,OWN,4.0,PERSONAL,C,6239,12.49,0,0.14,N,2
33,21693,RENT,12.0,VENTURE,B,1949,7.64,1,0.09,N,8
56,89589,RENT,6.0,DEBTCONSOLIDATION,B,11078,10.84,0,0.12,N,21
53,72308,OWN,4.0,DEBTCONSOLIDATION,A,8038,5.47,0,0.11,N,19
30,61903,RENT,8.0,PERSONAL,B,9048,7.62,0,0.15,N,3
60,104872,MORTGAGE,18.0,EDUCATION,A,29671,6.49,0,0.28,Y,41
22,30501,RENT,1.0,PERSONAL,A,3297,6.91,0,0.11,N,2
47,117439,RENT,4.0,VENTURE,D,3779,16.63,0,0.03,Y,9
48,78127,RENT,12.0,VENTURE,E,14706,17.0,0,0.19,N,3
28,43552,RENT,7.0,EDUCATION,C,14225,12.52,1,0.33,N,3
22,86492,RENT,3.0,MEDICAL,D,33541,14.72,1,0.39,N,2
44,28193,MORTGAGE,9.0,VENTURE,C,4336,13.85,0,0.15,N,12
53,32459,MORTGAGE,28.0,MEDICAL,A,6335,5.45,0,0.2,N,11
31,36159,RENT,0.0,HOMEIMPROVEMENT,G,10530,23.66,1,0.29,N,9
61,37628,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10883,6.43,0,0.29,N,9
28,28903,OWN,3.0,PERSONAL,C,9407,12.32,1,0.33,N,4
34,90358,MORTGAGE,7.0,VENTURE,A,2649,5.12,1,0.03,N,2
59,43069,MORTGAGE,29.0,EDUCATION,B,14472,7.94,0,0.34,N,4
44,58469,MORTGAGE,10.0,MEDICAL,C,3862,12.65,0,0.07,N,22
24,36857,RENT,3.0,DEBTCONSOLIDATION,B,9801,10.85,0,0.27,N,5
30,19726,RENT,0.0,DEBTCONSOLIDATION,A,3558,5.25,0,0.18,N,7
53,56107,RENT,27.0,MEDICAL,B,1917,10.29,0,0.03,Y,17
43,18842,MORTGAGE,18.0,EDUCATION,B,5252,7.82,0,0.28,Y,18
34,47367,RENT,10.0,EDUCATION,E,9353,19.93,1,0.2,N,13
57,24731,MORTGAGE,25.0,MEDICAL,C,5137,11.51,0,0.21,N,29
27,132407,RENT,0.0,PERSONAL,B,23066,10.7,1,0.17,N,2
24,77317,MORTGAGE,0.0,MEDICAL,A,3811,7.3,0,0.05,N,3
67,51682,RENT,13.0,PERSONAL,C,4421,11.68,0,0.09,N,34
45,92212,RENT,13.0,EDUCATION,A,10290,6.54,1,0.11,N,26
37,32107,RENT,,EDUCATION,A,3721,5.87,1,0.12,Y,7
25,64327,RENT,,DEBTCONSOLIDATION,B,25698,8.46,0,0.4,N,5
56,54171,RENT,29.0,VENTURE,D,11892,,0,0.22,N,4
67,55938,MORTGAGE,30.0,EDUCATION,A,20637,5.35,0,0.37,N,44
32,92612,RENT,12.0,PERSONAL,A,34556,7.31,0,0.37,N,7
47,70703,RENT,27.0,MEDICAL,B,17640,7.71,0,0.25,N,15
24,56633,MORTGAGE,1.0,EDUCATION,A,5025,6.67,1,0.09,N,5
32,21430,RENT,4.0,MEDICAL,B,6956,8.48,0,0.32,N,3
36,30332,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7741,9.71,0,0.26,N,17
69,46103,OTHER,12.0,VENTURE,B,4654,8.07,0,0.1,N,25
59,51363,RENT,18.0,VENTURE,A,14580,6.65,1,0.28,N,14
64,27858,RENT,31.0,MEDICAL,A,8660,6.05,0,0.31,N,2
51,163707,RENT,28.0,DEBTCONSOLIDATION,D,30843,14.35,0,0.19,N,7
48,104631,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24560,15.9,0,0.23,N,15
22,66241,OWN,2.0,MEDICAL,A,14489,,0,0.22,N,2
59,50818,MORTGAGE,7.0,EDUCATION,A,16131,6.75,0,0.32,N,14
53,44085,MORTGAGE,,MEDICAL,A,8562,5.32,0,0.19,N,14
59,30456,RENT,25.0,EDUCATION,B,9799,7.84,0,0.32,N,10
46,50957,MORTGAGE,5.0,VENTURE,C,15391,12.27,0,0.3,N,7
32,55763,MORTGAGE,9.0,MEDICAL,B,3152,9.04,1,0.06,N,7
64,26347,OWN,27.0,PERSONAL,C,9738,13.78,1,0.37,N,31
52,57935,MORTGAGE,23.0,EDUCATION,C,8888,12.7,0,0.15,N,6
25,45359,MORTGAGE,4.0,MEDICAL,E,11096,18.54,1,0.24,N,2
43,18884,RENT,23.0,DEBTCONSOLIDATION,A,6474,6.23,0,0.34,N,22
38,31882,RENT,17.0,VENTURE,A,10874,6.46,1,0.34,N,15
35,39862,RENT,,VENTURE,A,1488,7.22,0,0.04,N,15
59,125975,RENT,0.0,EDUCATION,D,25144,14.83,0,0.2,N,5
47,64749,MORTGAGE,11.0,VENTURE,C,6622,13.52,0,0.1,Y,3
52,25141,RENT,27.0,MEDICAL,B,4121,9.62,0,0.16,N,3
67,62506,MORTGAGE,21.0,VENTURE,A,4774,6.17,0,0.08,N,18
60,22614,OWN,17.0,PERSONAL,A,7446,7.25,0,0.33,N,15
32,84233,RENT,,MEDICAL,A,28648,6.96,1,0.34,Y,4
62,38732,MORTGAGE,7.0,EDUCATION,B,4452,10.8,0,0.11,N,18
64,46778,MORTGAGE,6.0,EDUCATION,A,9572,6.25,0,0.2,N,31
44,95120,OWN,21.0,DEBTCONSOLIDATION,A,24501,6.15,0,0.26,N,12
61,25755,RENT,12.0,EDUCATION,C,5887,,0,0.23,Y,30
55,24378,RENT,28.0,EDUCATION,A,3990,6.08,0,0.16,N,8
46,36614,RENT,15.0,MEDICAL,B,10299,,1,0.28,Y,10
57,82387,RENT,,DEBTCONSOLIDATION,A,20831,7.0,1,0.25,N,24
26,22932,OWN,2.0,MEDICAL,C,1221,12.56,0,0.05,N,5
24,11895,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4396,8.5,0,0.37,N,3
62,39121,OWN,12.0,HOMEIMPROVEMENT,D,8618,15.72,0,0.22,N,21
64,64593,MORTGAGE,,EDUCATION,B,23972,8.96,1,0.37,N,18
50,89333,MORTGAGE,24.0,MEDICAL,E,1617,18.64,0,0.02,Y,26
42,38887,RENT,14.0,EDUCATION,D,14636,14.67,0,0.38,N,20
61,39906,MORTGAGE,22.0,HOMEIMPROVEMENT,B,3570,9.17,0,0.09,N,31
29,87286,RENT,5.0,PERSONAL,E,7309,18.42,0,0.08,N,2
51,19247,MORTGAGE,20.0,EDUCATION,B,3755,10.98,0,0.2,N,26
62,40365,RENT,18.0,VENTURE,B,3790,8.45,1,0.09,N,28
49,53917,RENT,0.0,VENTURE,A,8826,,0,0.16,N,28
58,61365,MORTGAGE,2.0,MEDICAL,B,13134,9.52,1,0.21,Y,32
50,37990,OWN,,MEDICAL,C,4309,13.92,0,0.11,N,14
37,49872,MORTGAGE,5.0,EDUCATION,C,5054,13.31,1,0.1,Y,15
55,14126,MORTGAGE,22.0,MEDICAL,A,1224,5.92,0,0.09,N,22
21,35273,RENT,2.0,MEDICAL,B,8139,9.21,1,0.23,Y,2
33,61497,OWN,8.0,DEBTCONSOLIDATION,A,11433,6.9,0,0.19,N,13
32,29997,RENT,11.0,EDUCATION,C,9136,12.02,0,0.3,N,10
48,50488,MORTGAGE,27.0,DEBTCONSOLIDATION,A,12888,6.8,0,0.26,N,20
31,61293,MORTGAGE,1.0,VENTURE,D,20734,15.33,0,0.34,N,7
58,41304,RENT,34.0,PERSONAL,A,4827,5.39,0,0.12,N,12
21,53382,OWN,2.0,VENTURE,A,18787,6.16,0,0.35,N,2
51,30291,MORTGAGE,17.0,PERSONAL,D,5212,14.38,0,0.17,N,13
32,44209,RENT,7.0,DEBTCONSOLIDATION,B,17257,10.72,0,0.39,N,12
65,66510,MORTGAGE,1.0,DEBTCONSOLIDATION,A,17793,6.81,1,0.27,N,29
46,53023,MORTGAGE,10.0,EDUCATION,B,2916,9.75,1,0.05,N,24
68,36560,MORTGAGE,31.0,EDUCATION,A,12630,5.75,0,0.35,N,6
60,54836,RENT,33.0,MEDICAL,F,21451,21.88,0,0.39,N,29
36,70073,RENT,9.0,EDUCATION,B,3859,7.72,0,0.06,N,9
59,17589,OWN,34.0,EDUCATION,A,2983,5.21,0,0.17,N,27
50,87512,RENT,2.0,EDUCATION,B,21085,9.68,0,0.24,N,7
53,41434,MORTGAGE,3.0,VENTURE,A,9214,5.05,0,0.22,N,33
43,60642,RENT,19.0,PERSONAL,C,3968,11.31,0,0.07,N,17
64,89198,MORTGAGE,,HOMEIMPROVEMENT,D,1601,14.49,0,0.02,N,33
54,24690,OWN,0.0,HOMEIMPROVEMENT,D,8934,16.46,0,0.36,N,13
67,34381,RENT,21.0,MEDICAL,B,6274,9.16,1,0.18,Y,7
25,42434,RENT,0.0,HOMEIMPROVEMENT,B,2842,11.0,0,0.07,N,6
38,33127,MORTGAGE,8.0,EDUCATION,A,11866,7.34,0,0.36,N,8
49,116712,OWN,25.0,PERSONAL,C,31926,12.24,0,0.27,N,9
26,31939,RENT,2.0,VENTURE,B,3662,10.25,0,0.11,N,5
29,37131,MORTGAGE,2.0,MEDICAL,B,9674,10.3,0,0.26,Y,3
60,54295,RENT,17.0,VENTURE,D,21420,15.68,0,0.39,N,24
51,26874,RENT,29.0,DEBTCONSOLIDATION,A,3639,6.15,0,0.14,N,10
53,40221,OWN,6.0,DEBTCONSOLIDATION,A,6526,5.79,0,0.16,N,18
47,57453,RENT,7.0,VENTURE,A,16462,7.24,0,0.29,N,14
34,41505,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12503,6.25,0,0.3,N,13
49,46784,RENT,15.0,PERSONAL,A,16624,6.52,0,0.36,N,2
56,37621,RENT,30.0,PERSONAL,B,13320,8.17,0,0.35,N,8
48,22988,RENT,28.0,VENTURE,A,6368,7.3,0,0.28,N,14
41,57572,MORTGAGE,5.0,MEDICAL,A,13567,6.24,1,0.24,Y,15
23,117885,OWN,3.0,MEDICAL,C,23487,13.44,0,0.2,N,2
39,49473,MORTGAGE,17.0,EDUCATION,A,4825,6.93,0,0.1,N,18
51,54865,RENT,,VENTURE,C,11391,,0,0.21,Y,31
55,69311,RENT,7.0,EDUCATION,B,10874,9.46,1,0.16,Y,35
69,25986,MORTGAGE,6.0,VENTURE,B,6670,8.15,1,0.26,N,28
23,114835,RENT,2.0,PERSONAL,E,4608,18.33,1,0.04,N,3
46,54239,MORTGAGE,14.0,PERSONAL,A,7878,5.33,0,0.15,N,26
36,110849,RENT,17.0,EDUCATION,B,34786,7.96,0,0.31,N,13
31,33978,MORTGAGE,5.0,EDUCATION,D,6349,14.91,0,0.19,N,4
41,121665,RENT,19.0,DEBTCONSOLIDATION,B,28546,8.94,0,0.23,Y,10
36,72227,MORTGAGE,10.0,PERSONAL,A,18695,5.03,0,0.26,N,7
29,64635,RENT,7.0,PERSONAL,B,10610,10.0,0,0.16,N,7
20,55105,RENT,0.0,MEDICAL,C,3500,11.38,0,0.06,N,2
41,43292,RENT,2.0,MEDICAL,D,3667,15.77,0,0.08,N,8
45,89345,RENT,10.0,PERSONAL,A,6230,5.2,0,0.07,N,9
37,52584,RENT,4.0,PERSONAL,A,11255,5.69,1,0.21,N,4
69,18333,OWN,26.0,DEBTCONSOLIDATION,B,5834,9.77,0,0.32,Y,25
33,28040,OWN,3.0,VENTURE,A,2546,6.03,0,0.09,N,7
66,44670,MORTGAGE,34.0,EDUCATION,A,16050,5.67,0,0.36,N,7
48,57239,MORTGAGE,28.0,MEDICAL,A,16049,5.12,0,0.28,N,12
31,47653,MORTGAGE,11.0,EDUCATION,A,16640,5.16,0,0.35,Y,4
55,90173,RENT,34.0,EDUCATION,A,21828,6.56,0,0.24,Y,30
54,18480,RENT,18.0,VENTURE,E,5327,17.35,0,0.29,N,24
31,52669,RENT,12.0,DEBTCONSOLIDATION,A,15284,5.77,1,0.29,Y,11
26,19752,MORTGAGE,0.0,EDUCATION,A,4182,6.17,0,0.21,Y,3
48,71672,RENT,23.0,HOMEIMPROVEMENT,A,4423,6.42,0,0.06,Y,24
30,46759,RENT,6.0,PERSONAL,E,3332,,0,0.07,N,4
52,60464,MORTGAGE,15.0,EDUCATION,C,7066,11.59,0,0.12,Y,27
25,31826,RENT,5.0,PERSONAL,C,2656,13.12,1,0.08,Y,4
66,92942,MORTGAGE,,PERSONAL,A,9583,5.41,0,0.1,N,22
34,82525,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6289,14.99,0,0.08,Y,13
51,65628,RENT,8.0,MEDICAL,B,23604,10.62,1,0.36,N,22
30,45946,RENT,6.0,PERSONAL,A,1296,7.11,0,0.03,N,10
42,65508,RENT,19.0,DEBTCONSOLIDATION,B,23857,10.66,0,0.36,N,14
45,34425,MORTGAGE,6.0,DEBTCONSOLIDATION,D,2086,,0,0.06,N,10
53,75190,RENT,,HOMEIMPROVEMENT,C,29941,13.38,1,0.4,N,25
65,111830,MORTGAGE,16.0,DEBTCONSOLIDATION,D,26692,,1,0.24,N,39
53,83726,OWN,0.0,EDUCATION,D,26652,15.17,1,0.32,N,12
48,34036,RENT,20.0,HOMEIMPROVEMENT,A,1495,5.57,0,0.04,N,14
23,58730,RENT,0.0,VENTURE,B,3995,8.9,0,0.07,N,3
36,25679,MORTGAGE,3.0,DEBTCONSOLIDATION,A,1093,6.11,1,0.04,N,17
54,65263,RENT,14.0,HOMEIMPROVEMENT,D,13912,,1,0.21,N,18
32,61408,MORTGAGE,6.0,EDUCATION,A,21708,6.3,0,0.35,N,5
60,19246,RENT,12.0,HOMEIMPROVEMENT,D,7393,14.17,1,0.38,N,27
58,27422,OWN,5.0,EDUCATION,B,6510,9.08,0,0.24,Y,27
34,42549,MORTGAGE,7.0,EDUCATION,B,1720,9.16,0,0.04,N,13
48,42174,MORTGAGE,9.0,PERSONAL,A,6075,5.76,1,0.14,N,19
48,26776,RENT,8.0,DEBTCONSOLIDATION,B,7325,8.63,0,0.27,Y,10
30,59545,RENT,0.0,EDUCATION,D,13554,15.44,1,0.23,N,4
51,55588,MORTGAGE,29.0,MEDICAL,A,6099,5.13,0,0.11,N,11
21,44483,RENT,1.0,MEDICAL,B,13568,9.97,1,0.31,N,2
66,33594,RENT,28.0,DEBTCONSOLIDATION,A,5026,5.63,0,0.15,Y,44
33,82814,MORTGAGE,2.0,EDUCATION,B,13247,8.79,0,0.16,N,3
39,112162,RENT,14.0,HOMEIMPROVEMENT,A,6057,,0,0.05,Y,9
41,38492,RENT,5.0,HOMEIMPROVEMENT,A,7810,7.25,1,0.2,N,21
30,36095,RENT,1.0,MEDICAL,D,2106,14.69,1,0.06,Y,3
46,62667,MORTGAGE,6.0,EDUCATION,B,6305,,1,0.1,N,21
22,40985,MORTGAGE,1.0,HOMEIMPROVEMENT,A,13124,6.79,1,0.32,N,2
36,45720,RENT,3.0,DEBTCONSOLIDATION,B,12914,8.08,1,0.28,N,16
63,70956,RENT,38.0,HOMEIMPROVEMENT,A,25118,5.51,0,0.35,N,15
47,18869,RENT,28.0,EDUCATION,A,2371,5.68,0,0.13,N,8
48,94764,MORTGAGE,22.0,DEBTCONSOLIDATION,B,25998,9.39,0,0.27,N,2
40,50834,RENT,18.0,MEDICAL,A,16316,6.38,0,0.32,N,13
66,39904,MORTGAGE,26.0,VENTURE,C,3005,13.73,0,0.08,N,34
35,46881,RENT,2.0,HOMEIMPROVEMENT,B,13741,9.19,1,0.29,N,4
56,48108,OTHER,6.0,EDUCATION,C,15602,12.85,0,0.32,N,3
39,20627,RENT,8.0,HOMEIMPROVEMENT,E,5602,18.27,0,0.27,N,4
25,103514,MORTGAGE,1.0,VENTURE,A,22645,7.5,0,0.22,N,5
38,50044,RENT,4.0,DEBTCONSOLIDATION,B,13603,7.82,0,0.27,N,15
24,61175,RENT,2.0,PERSONAL,A,14987,5.12,1,0.24,Y,4
22,78887,MORTGAGE,3.0,MEDICAL,A,18147,6.11,1,0.23,N,3
20,29419,MORTGAGE,1.0,HOMEIMPROVEMENT,C,10089,13.93,0,0.34,N,2
57,62114,RENT,28.0,PERSONAL,C,10144,11.29,0,0.16,N,24
34,42880,MORTGAGE,5.0,PERSONAL,B,12114,10.36,0,0.28,N,6
53,74860,OWN,30.0,DEBTCONSOLIDATION,B,6691,10.13,0,0.09,N,17
54,16922,MORTGAGE,21.0,EDUCATION,A,5479,6.66,0,0.32,N,25
68,46651,RENT,10.0,DEBTCONSOLIDATION,B,5198,10.73,0,0.11,N,41
44,36264,OWN,8.0,EDUCATION,C,10091,13.15,1,0.28,N,8
43,60847,RENT,2.0,EDUCATION,B,21407,10.27,0,0.35,N,7
31,62008,RENT,3.0,HOMEIMPROVEMENT,A,16068,5.63,0,0.26,N,8
37,34412,MORTGAGE,17.0,VENTURE,C,5205,13.99,0,0.15,Y,2
34,34334,RENT,13.0,VENTURE,B,4641,10.05,1,0.14,N,14
63,46382,RENT,10.0,MEDICAL,B,4543,8.59,0,0.1,N,33
35,31309,OWN,15.0,HOMEIMPROVEMENT,B,6591,9.49,1,0.21,Y,8
46,74681,MORTGAGE,1.0,EDUCATION,B,12833,9.21,0,0.17,N,2
27,40757,RENT,1.0,MEDICAL,C,13957,13.6,1,0.34,N,3
65,11458,RENT,3.0,PERSONAL,D,4147,14.04,0,0.36,N,46
44,40643,MORTGAGE,3.0,VENTURE,A,12282,7.29,0,0.3,N,5
36,29165,RENT,7.0,EDUCATION,E,7116,19.21,0,0.24,N,14
48,21684,MORTGAGE,21.0,EDUCATION,B,7333,9.95,0,0.34,N,8
27,26404,MORTGAGE,4.0,MEDICAL,C,1761,11.54,0,0.07,N,7
34,51777,RENT,6.0,PERSONAL,D,3407,15.06,1,0.07,N,7
46,95255,MORTGAGE,19.0,PERSONAL,B,32594,8.79,1,0.34,N,22
65,57330,MORTGAGE,33.0,VENTURE,D,1885,15.87,0,0.03,Y,12
69,36197,RENT,7.0,MEDICAL,A,7222,7.01,0,0.2,N,10
26,61571,OWN,2.0,DEBTCONSOLIDATION,A,3643,6.15,0,0.06,N,7
22,38966,MORTGAGE,1.0,VENTURE,C,12435,13.29,0,0.32,N,3
48,34637,OWN,24.0,PERSONAL,D,10427,16.9,0,0.3,N,27
63,27524,MORTGAGE,20.0,VENTURE,D,6110,14.02,0,0.22,N,40
43,20416,RENT,17.0,PERSONAL,C,2468,12.31,1,0.12,N,10
22,40337,RENT,1.0,HOMEIMPROVEMENT,B,7292,8.57,0,0.18,N,2
39,53051,RENT,11.0,DEBTCONSOLIDATION,B,14366,7.75,0,0.27,N,7
65,46708,RENT,0.0,MEDICAL,F,8015,21.43,1,0.17,Y,34
34,39815,RENT,1.0,VENTURE,A,10854,5.2,1,0.27,N,11
44,30550,MORTGAGE,18.0,EDUCATION,C,7323,12.13,1,0.24,N,17
49,66444,MORTGAGE,29.0,MEDICAL,B,9935,,0,0.15,N,10
33,25372,MORTGAGE,,HOMEIMPROVEMENT,B,3428,8.65,0,0.14,N,8
26,72259,MORTGAGE,7.0,PERSONAL,B,12685,10.69,0,0.18,Y,4
36,29699,MORTGAGE,11.0,EDUCATION,E,10308,17.81,1,0.35,N,11
63,33650,RENT,27.0,MEDICAL,B,11633,9.03,0,0.35,Y,17
39,23543,MORTGAGE,5.0,VENTURE,E,8108,17.12,1,0.34,Y,4
55,38150,RENT,4.0,EDUCATION,A,2354,6.62,0,0.06,N,14
28,79830,MORTGAGE,6.0,DEBTCONSOLIDATION,B,23211,9.57,0,0.29,N,7
57,63437,MORTGAGE,3.0,PERSONAL,C,19864,,1,0.31,N,8
67,79954,RENT,20.0,EDUCATION,C,12193,13.75,0,0.15,N,35
41,63644,OWN,,VENTURE,D,18570,14.48,0,0.29,N,15
21,28230,OWN,2.0,EDUCATION,A,7909,7.17,0,0.28,N,2
43,41548,RENT,16.0,VENTURE,A,5087,7.27,1,0.12,N,24
27,33186,OWN,6.0,PERSONAL,B,7228,,0,0.22,N,8
30,95347,RENT,1.0,PERSONAL,A,3831,5.95,1,0.04,N,2
32,26946,RENT,1.0,PERSONAL,E,4661,18.8,1,0.17,N,11
36,76638,MORTGAGE,8.0,DEBTCONSOLIDATION,A,19132,6.15,1,0.25,N,12
27,76609,MORTGAGE,1.0,MEDICAL,B,12055,8.15,1,0.16,N,3
40,122370,MORTGAGE,9.0,HOMEIMPROVEMENT,A,25318,,0,0.21,N,6
37,39940,MORTGAGE,16.0,EDUCATION,B,10306,9.19,0,0.26,N,5
49,69993,RENT,17.0,VENTURE,B,14795,8.59,0,0.21,N,4
37,153403,OWN,15.0,MEDICAL,A,20648,5.71,0,0.13,N,15
65,35996,MORTGAGE,32.0,DEBTCONSOLIDATION,B,6372,8.32,0,0.18,N,12
66,22753,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6909,8.77,0,0.3,N,41
50,19148,RENT,3.0,VENTURE,F,6774,21.48,1,0.35,N,24
57,70007,MORTGAGE,12.0,PERSONAL,A,22747,,0,0.32,N,33
51,19118,MORTGAGE,28.0,MEDICAL,B,7413,,0,0.39,Y,4
30,40694,MORTGAGE,10.0,MEDICAL,F,16176,21.92,0,0.4,N,11
64,61001,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12282,13.74,1,0.2,N,2
44,53776,RENT,0.0,EDUCATION,F,2063,20.39,1,0.04,N,10
52,60640,MORTGAGE,25.0,EDUCATION,E,24043,19.22,0,0.4,N,17
57,54783,MORTGAGE,13.0,MEDICAL,B,14344,10.29,0,0.26,N,10
60,92914,RENT,3.0,EDUCATION,C,21929,12.48,1,0.24,N,13
27,30450,MORTGAGE,2.0,PERSONAL,A,3732,5.48,0,0.12,N,2
30,34944,RENT,3.0,HOMEIMPROVEMENT,B,2872,7.72,0,0.08,Y,9
41,33311,RENT,20.0,MEDICAL,C,5720,11.44,0,0.17,N,15
43,74242,OWN,15.0,DEBTCONSOLIDATION,B,2969,8.5,0,0.04,Y,15
60,76895,RENT,16.0,HOMEIMPROVEMENT,C,26460,13.75,0,0.34,N,11
36,61427,RENT,3.0,EDUCATION,C,13155,11.38,0,0.21,N,2
31,88587,MORTGAGE,6.0,MEDICAL,A,12870,6.84,0,0.15,N,7
65,27200,RENT,18.0,PERSONAL,D,1318,,0,0.05,N,42
51,112827,RENT,24.0,DEBTCONSOLIDATION,B,29392,10.13,0,0.26,N,20
34,104989,RENT,6.0,MEDICAL,A,4717,7.26,0,0.04,N,7
35,70813,RENT,10.0,MEDICAL,D,22875,15.34,0,0.32,N,4
41,119479,MORTGAGE,3.0,EDUCATION,B,2374,10.42,0,0.02,N,12
47,21411,MORTGAGE,12.0,MEDICAL,C,6442,11.32,0,0.3,N,22
39,37713,MORTGAGE,3.0,EDUCATION,B,9679,8.25,0,0.26,N,12
52,33939,MORTGAGE,8.0,EDUCATION,B,1450,10.97,0,0.04,N,15
29,70314,RENT,5.0,HOMEIMPROVEMENT,C,25928,13.08,1,0.37,Y,8
59,28996,MORTGAGE,4.0,HOMEIMPROVEMENT,B,8180,10.37,0,0.28,N,27
51,71592,MORTGAGE,21.0,EDUCATION,B,2940,9.81,0,0.04,Y,13
69,97272,OWN,3.0,MEDICAL,A,25271,5.79,0,0.26,N,21
52,69397,MORTGAGE,28.0,DEBTCONSOLIDATION,D,17631,15.0,1,0.25,N,21
21,56493,MORTGAGE,1.0,PERSONAL,A,20887,6.74,1,0.37,N,2
52,29913,MORTGAGE,9.0,DEBTCONSOLIDATION,D,9759,14.61,1,0.33,N,24
52,32098,RENT,,EDUCATION,B,9875,9.0,1,0.31,N,6
60,91565,MORTGAGE,24.0,VENTURE,C,33396,13.11,0,0.36,N,2
32,72379,RENT,1.0,VENTURE,D,26219,14.93,1,0.36,N,12
